Issue key,Issue id,Summary,Issue Type,Affects Version/s,Affects Version/s,Affects Version/s,Created,Component/s,Component/s,Component/s,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Status,Fix Version/s,Fix Version/s,Fix Version/s,Custom field (Root Cause),Custom field (RCA Subcategory),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Resolution,Custom field (Resolved Date),Custom field (Urgency),Resolved,Custom field (Epic Link),Custom field (Target Release),Custom field (Defect Phase),Assignee
TM-58005,5509889,French Summary Contains German Attachment Instead of French Version,Bug,,,,2025-Sep-01 7:37 AM,SAAS,,,CAN_BE_TESTED,RCA_Execution_Missing,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-26.1.1.0,,,,Legacy,TASK-26.1.0.0,TASK-26.1.0.2,,,,Work Complete,,,2025-Sep-16 5:00 AM,,,,MS4969
TM-58000,5509603,Toggle Project/Task incomming screen,Bug,TASK-25.7.1.5,,,2025-Sep-01 6:09 AM,SAAS,,,RCA_Not_Bug,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Sep-03 11:06 AM,,,,RJ5203
TM-57981,5505128,Training01* Read Timeout Error When Completing Project,Bug,,,,2025-Aug-29 6:42 PM,SAAS,,,CANNOT_BE_TESTED,CYB_MYWORK_Dev_POD,L2_Attention_Required,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Verify,,,,,Environment Specific,,,,,,Environmental Issue,,,2025-Sep-05 1:58 PM,,,,SG7981
TM-57979,5504918,"[Major Incident] RFX - Travelodge Hotels Limited - URGENT - unable to edit walk template | 23380581",Bug,,,,2025-Aug-29 2:35 PM,SAAS,,,MIM,RCA_DataIssue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-25.DATA_FIX,,,,Data Issue,,,,,,Script Issue,,,2025-Sep-03 4:40 PM,,,,
TM-57970,5503394,"RFX - Ahold Delhaize USA Services, LLC - FL- Cash over short survey responses not populating correct amount of responses | 23344793",Bug,TASK-25.7.1.9,,,2025-Aug-29 7:16 AM,SAAS,,,CST_Required,L2_Attention_Required,L2_Data_Correction,RAR_ETL_DATA_ISSUE,RCA_EnvSpecific_Missed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.7.1.11,,,,Internally Reported,TASK-25.7.1.11,TASK-25.8.1.6,TASK-25.9.0.9,,,Work Complete,,,2025-Sep-03 10:42 AM,,,,SS8013
TM-57938,5501031,Project priority icons on Web browser have not updated after being changed,Bug,TASK-25.5.1.2,,,2025-Aug-28 3:16 PM,SAAS,,,CAN_BE_TESTED,FT-Candidate-Bug,,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-25.9.2.0,,,,Configuration,,,,,,Configuration Issue,,,2025-Sep-23 9:25 AM,,,,SD7273
TM-57936,5500951,NASC01: Intermittent Translation Issues,Bug,TASK-25.5.1.5,,,2025-Aug-28 2:09 PM,SAAS,,,CAN_BE_TESTED,,,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-25.5.1.7,,,,Duplicate Issue,,,,,,Duplicate,,,2025-Sep-04 7:08 PM,,,,RV1486
TM-57930,5500328,Store Walk Inaccurate Reporting,Bug,TASK-25.7.1.9,,,2025-Aug-28 9:49 AM,SAAS,,,RAR_ETL_DATA_ISSUE,RCA_DuplicateIssue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.7.1.11,,,,Duplicate Issue,,,,,,Duplicate,,,2025-Sep-15 6:39 PM,,,,
TM-57929,5500191,CL17PR Search Kernel db is using high cpu.,Bug,TASK-25.7.1.9,,,2025-Aug-28 9:20 AM,SAAS,,,Kernel_Scrubbed,NOC_ALERT,,,,,,,,,,,,,,,,,,,,,,,,,,High,Verify,,,,,Performance,,,,,,Duplicate,,,2025-Sep-30 7:13 AM,,,,
TM-57900,5497379,"RFX - Dollar General Corporation - TM - Missing EBRs | 23352192",Bug,TASK-25.7.1.9,,,2025-Aug-27 4:57 PM,SAAS,,,CANNOT_BE_TESTED,L2_Attention_Required,RCA_Performance_Scalability,Retrospective_Done,WTM-RISK-REVIEW,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-25.7.1.11,,,Others,Internally Reported,TASK-25.7.1.11,TASK-25.8.1.6,TASK-25.9.0.9,,,Closed by Salesforce,,,2025-Oct-02 11:13 AM,,,,SS8013
TM-57896,5494670,User Action Status does not match UI,Bug,TASK-25.6.1.3,,,2025-Aug-26 5:14 PM,SAAS,,,RCA_WFM_IntegrationIssue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Configuration,,,,,,Configuration Issue,,,2025-Sep-24 12:31 PM,,,,SC7688
TM-57895,5494759,NO LLEGA EL ARCHIVO AL CORREO,Bug,TASK-25.7.1.5,,,2025-Aug-26 5:08 PM,SAAS,,,RCA_Performance_Scalability,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Performance,,,,,,Workaround Provided,,,2025-Sep-17 11:15 AM,,,,
TM-57894,5494290,PP V45 JPMC: DND 6656 && 579 when selecting the RAR>Dashboard nothing shows and gettin an eror message that reads: data source not configured,Bug,TASK-25.7.1.6,,,2025-Aug-26 12:52 PM,SAAS,,,CAN_BE_TESTED,RCA_TestCase_Needed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.9.1.0,TASK-25CONFIG,,,Data Issue,,,,,,Work Complete,,,2025-Sep-18 3:31 AM,,,,RV1486
TM-57888,5493463,NO se están autocompletando las tareas,Bug,TASK-25.7.1.6,,,2025-Aug-26 8:23 AM,SAAS,,,CAN_BE_TESTED,CST_Required,RCA_EnvSpecific_Missed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-26.1.1.0,,,,Data Issue,TASK-26.1.1.0,,,,,Environmental Issue,,,2025-Sep-09 1:25 AM,,,,VK3578
TM-57885,5492988,User list inconsistencies,Bug,TASK-25.7.1.6,,,2025-Aug-26 6:06 AM,SAAS,,,FT-Candidate-Bug,RCA_Missing,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,Low,Verify,TASK-26.1.1.0,,,,Legacy,,,,,,Work Complete,,,2025-Oct-22 1:43 PM,,,,AB3899
TM-57837,5491016,Intermittent Translation Issue and Slowness,Bug,TASK-25.5.1.5,,,2025-Aug-25 5:14 PM,SAAS,,,CAN_BE_TESTED,,,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-25.5.1.7,,,,Duplicate Issue,,,,,,Duplicate,,,2025-Sep-04 7:12 PM,,,,RV1486
TM-57835,5490763,Forced closed survey wrong language in fieldview summary,Bug,TASK-25.7.1.5,,,2025-Aug-25 2:19 PM,SAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Verify,TASK-26.1.1.0,,,,Legacy,,,,,,Work Complete,,,2025-Sep-22 2:30 AM,,,,NK9318
TM-57831,5490601,PP 25.7 - Plan Inbox Search Bar issue,Bug,TASK-25.7.1.9,,,2025-Aug-25 1:25 PM,SAAS,,,RCA_DuplicateIssue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-26.1.1.0,,,Others,Legacy,TASK-26.1,,,,,Closed by Salesforce,,,2025-Oct-05 10:53 AM,,,,AN2347
TM-57827,5489854,"RFX - Coppel, S.A. de C.V. - Problemas con las Fechas de Envio de las Caminatas | 23313713",Bug,TASK-25.7.1.6,,,2025-Aug-25 8:34 AM,SAAS,,,RCA_DataIssue,Retrospective_Done,STOREWALK_FEEDBACK,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,,,,,ETL DATA,,,,,,Environmental Issue,,,2025-Sep-03 5:31 PM,,,,NP5386
TM-57775,5484917,v25.7.1 - PROD - PL - Task still running after recalling,Bug,TASK-25.7.1.5,,,2025-Aug-22 6:30 AM,SAAS,,,RCA_EnvSpecific_Missed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Environment Specific,,,,,,Environmental Issue,,,2025-Aug-25 3:07 PM,,,,
TM-57770,5484554,"[Major Incident] RFX - Autozone Parts, Inc. - Cannot switch into store 3876 | 23299020 | INC-000001166",Bug,TASK-25.7.1.9,,,2025-Aug-22 4:46 AM,SAAS,,,CAN_BE_TESTED,MIM,RCA_TestCase_Needed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.7.1.10,,,Others,Duplicate Issue,,,,,,Closed by Salesforce,,,2025-Sep-29 9:57 AM,,,,RV1486
TM-57761,5482488,(PRE-PROD) Error When Calling Zebra employeeAvalability API,Bug,,,,2025-Aug-21 3:37 PM,SAAS,,,CAN_BE_TESTED,CST_Required,L2_KNOWLEDGE,RCA_Configuration_Issue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25CONFIG,,,Others,Environment Specific,,,,,,Closed by Salesforce,,,2025-Oct-17 2:55 PM,,,,VK3578
TM-57721,5478523,"Walgreens PP: When trying to save new monitors in the ""Epiq Alert"" or ZPA Opportunity Status"" flows, there's an error",Bug,TASK-25.7.1.6,,,2025-Aug-20 5:08 PM,SAAS,,,CAN_BE_TESTED,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.9.1.1,,,,Legacy,TASK-25.9.1.1,,,,,Work Complete,,,2025-Sep-25 10:42 AM,,,,MS4969
TM-57717,5477618,rfx-mwcl51_Database - MongoDB - Mongo search CPU alert,Bug,TASK-25.7.1.5,,,2025-Aug-20 10:04 AM,SAAS,,,NOC_ALERT,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Verify,,,,,Duplicate Issue,,,,,,Duplicate,,,2025-Sep-08 3:52 PM,,,,VP1789
TM-57714,5477493,BP-CL26-US-PR- Violation Tasks for Walk Not Allowing Negative Integers,Bug,TASK-25.8.1.1,,,2025-Aug-20 9:51 AM,SAAS,,,RCA_TestCase_Needed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not In Scope,,,,,,Workaround Provided,,,2025-Sep-12 10:30 AM,,,,AP2716
TM-57706,5477249,Edit Forum post,Bug,TASK-25.7.1.5,,,2025-Aug-20 8:21 AM,SAAS,,,RCA_Duplicate,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,,,,,Not a Bug,,,,,,Done,,,2025-Aug-27 9:49 AM,,,,
TM-57705,5476986,v45WAWA_PP:,Bug,TASK-25.7.1.6,,,2025-Aug-20 8:06 AM,SAAS,,,CAN_BE_TESTED,CYB_MYWORK_Dev_POD,RCA_TestCase_Needed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,TASK-25.9.1.0,,,,Legacy,TASK-25.9.0.8,,,,,Work Complete,,,2025-Aug-28 9:40 AM,,,,MS4969
TM-57472,5474268,Display preferences - Storeview,Bug,TASK-25.7.1.5,,,2025-Aug-19 4:01 PM,SAAS,,,FT-Candidate-Bug,RCA_Configuration_Issue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,TASK-25CONFIG,,,Others,Environment Specific,,,,,,Configuration Issue,,,2025-Oct-17 11:07 AM,,,,
TM-57444,5473023,Recently Opened Tab is not working,Bug,,,,2025-Aug-19 8:09 AM,SAAS,,,25.9_RRR,CAN_BE_TESTED,RCA_Already_Reported,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.9.1.0,,,,Legacy,TASK-25.9.0.9,,,,,Work Complete,,,2025-Sep-03 5:36 AM,,,,MS5895
TM-57422,5470138,Project Created using inactive Project Type,Bug,TASK-25.6.1.6,,,2025-Aug-18 2:38 PM,SAAS,,,CAN_BE_TESTED,RCA_Already_Reported,Retrospective_Done,TestCoverage_Done,Validation_Reviewed,,,,,,,,,,,,,,,,,,,,,,,Low,Verify,TASK-25.9.1.0,,,,Legacy,TASK-25.8.0.5,TASK-26.1.0.3,,,,Work Complete,,,2025-Oct-15 1:28 AM,,,,NK9318
TM-57421,5469696,"Images in form's ""Neatbilstības pieteikums"" PDF file do not load",Bug,TASK-25.7.1.6,,,2025-Aug-18 2:06 PM,SAAS,,,RCA_Informational,Retrospective_Done,STOREWALK_FEEDBACK,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.NOT A BUG,,,,Not a Bug,,,,,,Works As Expected,,,2025-Sep-18 3:40 PM,,,,
TM-57413,5468869,NASC01: Cannot Save Filter in Field View,Bug,,,,2025-Aug-18 9:10 AM,SAAS,,,CANNOT_BE_TESTED,L2_Attention_Required,RAR_CONFIG_ISSUE,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,Others,Configuration,,,,,,Closed by Salesforce,,,2025-Oct-09 8:57 PM,,,,RD7533
TM-57408,5468624,SIG-TASK-PP-Switch To Functionality Issue with Upgrade,Bug,TASK-25.7.1.6,,,2025-Aug-18 8:01 AM,SAAS,,,CAN_BE_TESTED,DEV_REVIEW_COMPLETE,Kernel_Scrubbed,PERFORMANCE,RCA_Performance_Scalability,Retrospective_Done,TCM_updated,TestCoverage_Done,Validation_Reviewed,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.8.1.3,,,,Legacy,TASK-25.8.1.3,,,,,Work Complete,,,2025-Aug-20 12:58 PM,,,,MS5895
TM-57389,5465100,GCP Redis alert on projects/zwc-uk-prod01-p/locations/europe-west2/instances/zwc-51pr-ztm-redis instance,Bug,TASK-25.7.1.5,,,2025-Aug-15 5:06 PM,SAAS,,,NOC_ALERT,TMD_SCRUBBED,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Environment Specific,,,,,,Environmental Issue,,,2025-Oct-23 10:34 AM,,,,
TM-57387,5464940,"RFX - United Pacific - Mobile Store Walk Offline Walks Not Syncing Correctly | 23050541",Bug,,,,2025-Aug-15 3:19 PM,SAAS,,,CAN_BE_TESTED,RCA_TestCase_Needed,Retrospective_Done,TIER_1,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.7.1.10,,,,Regression,TASK-25.7.1.10,,,,,Work Complete,,,2025-Aug-28 12:03 AM,,,,AV6155
TM-57385,5464719,MSAL Testing: FL Store accounts cannot login to Mobile when MSAL is integrated,Bug,TASK-25.7.1.9,,,2025-Aug-15 12:40 PM,SAAS,,,CAN_BE_TESTED,DEV_REVIEW_COMPLETE,Kernel_Scrubbed,RCA_Requirement_Missing,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.7.1.10,,,,New Feature Bug,TASK-25.7.1.10,,,,,Work Complete,,,2025-Aug-26 8:08 AM,,,,AV6155
TM-57384,5464687,BDM to DM unable to update Rep_MGR. Managers 163803 Brayden Lipp & 162977 James West,Bug,TASK-25.7.1.5,,,2025-Aug-15 11:42 AM,SAAS,,,RCA_Missing,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.NOCODEFIX,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2025-Oct-11 4:54 PM,,,,SR6231
TM-57383,5464686,Fieldview - Task results not visible and an error,Bug,TASK-25.6.1.6,,,2025-Aug-15 11:41 AM,SAAS,,,RAR_STANDARD_REPORT_ISSUE,RCA_Configuration_Issue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.8.1.4,,,,New Feature Bug,,,,,,Work Complete,,,2025-Sep-02 4:42 PM,,,,
TM-57382,5464681,Storeview - Default images and project type Code visible (and not name),Bug,,,,2025-Aug-15 11:34 AM,SAAS,,,CAN_BE_TESTED,RCA_Corner_Case,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.9.1.0,,,,Internally Reported,TASK-25.9.0.7,,,,,Work Complete,,,2025-Aug-19 10:20 AM,,,,RV1486
TM-57379,5464395,AP- Empty plan summary,Bug,TASK-25.7.1.5,,,2025-Aug-15 10:01 AM,SAAS,,,RCA_TestCase_Needed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.DATA_FIX,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2025-Sep-08 5:13 AM,,,,AL5699
TM-57378,5464367,Request to add Tagalog and Hindi as additional languages,Bug,,,,2025-Aug-15 9:18 AM,SAAS,,,L2_Attention_Required,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Verify,,,,,Training,,,,,,Explained,,,2025-Aug-15 9:57 AM,,,,AL5699
TM-57345,5458801,v45HNMROW: CZ0063 unit creation,Bug,TASK-25.7.1.5,,,2025-Aug-13 2:05 PM,SAAS,,,KERNEL_WFM_SYNCH_ISSUES,RCA_DuplicateIssue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Environment Specific,,,,,,Environmental Issue,,,2025-Aug-18 5:59 PM,,,,
TM-57305,5455279,FL PP - Projects not launching in Preprod,Bug,TASK-25.7.1.9,,,2025-Aug-12 2:27 PM,SAAS,,,CAN_BE_TESTED,PROJECT_LAUNCH,RCA_Performance_Scalability,RELEASE_NOTES,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.9.1.0,,,,Performance,TASK-25.9.0.8,,,,,Work Complete,,,2025-Aug-20 8:30 AM,,,,RV1486
TM-57259,5451528,Unable to assign store 3064 to Team Members,Bug,,,,2025-Aug-11 2:06 PM,SAAS,,,Kernel_Scrubbed,RCA_EnvSpecific_Missed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Environment Specific,,,,,,Environmental Issue,,,2025-Aug-17 11:07 PM,,,,
TM-57184,5445779,Fieldview - Take action - No text input box,Bug,,,,2025-Aug-08 9:30 AM,SAAS,,,CAN_BE_TESTED,RCA_TestCase_Needed,Retrospective_Done,TestCoverage_Done,Validation_Reviewed,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Legacy,TASK-25.9.0.7,,,,,Work Complete,,,2025-Aug-20 1:01 AM,,,,RV1486
TM-57116,5442848,"SMLC PROD | Duplicated departments in RTM module",Bug,TASK-25.6.1.6,,,2025-Aug-07 4:39 PM,SAAS,,,CAN_BE_TESTED,FT-Candidate-Bug,,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-25.NOCODEFIX,,,Others,Data Issue,,,,,,Closed by Salesforce,,,2025-Sep-06 11:27 PM,,,,HS8798
TM-57113,5442984,PS RAPID: Field View not working,Bug,,,,2025-Aug-07 4:18 PM,RTM20,SAAS,,CAN_BE_TESTED,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Environment Specific,,,,,,Duplicate,,,2025-Oct-02 2:40 PM,,,,SD7273
TM-57112,5442698,I cant access preprod. The page will just not load after the log in screen.,Bug,TASK-25.7.1.6,,,2025-Aug-07 3:32 PM,Kernel,,,RCA_DataIssue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.DATA_FIX,,,,Data Issue,,,,,,Script Issue,,,2025-Sep-04 11:31 AM,,,,
TM-57110,5442288,"In project's "" STEIDZAMI - Izņemt no tirdzniecības: 1270857 2098765986613	 Cāļu krūtiņas fileja 0.500 kg WIPASZ SP."" task doubled answer for store R078",Bug,TASK-25.6.1.6,,,2025-Aug-07 1:30 PM,SAAS,,,RCA_Already_Reported,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.8.1.0,,,,Duplicate Issue,,,,,,Duplicate,,,2025-Aug-14 3:52 AM,,,,PR4060
TM-57107,5442360,"Major Incident - RFX - James Hall and Co Ltd -  TM - Daily System Outage/Slowness from 4 PM to Next Day Morning | 23042353",Bug,,,,2025-Aug-07 12:25 PM,SAAS,,,MIM,RCA_Performance_Scalability,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.NOCODEFIX,,,,Environment Specific,,,,,,Work Complete,,,2025-Aug-27 10:35 AM,,,,AL5699
TM-57104,5441678,AP - Changes in plan types,Bug,TASK-25.7.1.5,,,2025-Aug-07 8:03 AM,SAAS,,,CAN_BE_TESTED,RCA_TestCase_Needed,Retrospective_Done,SCRUM_VER,TCM_updated,TestCoverage_Done,Validation_Reviewed,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.9.1.0,,,,Legacy,TASK-25.9.0.6,,,,,Work Complete,,,2025-Aug-12 8:50 AM,,,,MS5895
TM-57052,5436754,AP - Unable to change name of plan type,Bug,TASK-25.6.1.6,,,2025-Aug-06 7:21 AM,SAAS,,,RCA_EnvSpecific_Missed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.NOCODEFIX,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2025-Aug-20 3:53 AM,,,,KA6692
TM-57046,5436481,AP - Submitted plans not visible in activity planner,Bug,TASK-25.6.1.6,,,2025-Aug-06 6:21 AM,SAAS,,,CAN_BE_TESTED,RCA_TestCase_Needed,Retrospective_Done,SCRUM_VER,TCM_updated,TestCoverage_Done,Validation_Reviewed,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.9.1.0,,,,Legacy,TASK-25.9.0.6,,,,,Work Complete,,,2025-Aug-07 9:11 AM,,,,MS5895
TM-56994,5431951,Incorrect Walk Score Summary Report,Bug,TASK-25.6.1.6,,,2025-Aug-05 9:42 AM,SAAS,,,CAN_BE_TESTED,RAR_STANDARD_REPORT_ISSUE,RCA_Execution_Missing,Retrospective_Done,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.9.0.8,,,,Legacy,TASK-25.9.0.1,,,,,Done,,,2025-Aug-29 12:48 AM,,,,RV1486
TM-56986,5431514,"RFX - Starboard Cruise Services - Reflexis Access Issue | 22927866",Bug,,,,2025-Aug-05 8:34 AM,SAAS,,,FT-Candidate-Bug,RCA_Missing,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-26.1.1.0,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2025-Sep-12 10:57 AM,,,,AL5429
TM-56975,5429789,"[MAJOR INCIDENT] RFX - CO-OPERATIVE GROUP LTD - MyWork is not loading on personal devices | 22921212",Bug,TASK-25.6.1.6,,,2025-Aug-05 5:00 AM,SAAS,,,MIM,RCA_TestCase_Needed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.NOCODEFIX,,,,New Feature Bug,,,,,,Work Complete,,,2025-Aug-20 5:22 PM,,,,AJ5718
TM-56965,5427930,Rack Room Shoes PROD: Please move WFM permissions of respective profiles from Pre-Prod to PROD.,Bug,TASK-25.6.1.7,,,2025-Aug-04 4:57 PM,SAAS,,,CAN_BE_TESTED,DEV_REVIEW_COMPLETE,Kernel_Scrubbed,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-25.8.1.0,,,,Legacy,TASK-25.8.1.0,,,,,Work Complete,,,2025-Aug-07 12:55 PM,,,,VD9169
TM-56964,5427680,"RFX - CVS Pharmacy, Inc. - I am unable to access mySchedule | 22469290",Bug,,,,2025-Aug-04 3:26 PM,SAAS,,,RCA_Missing,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2025-Sep-24 2:43 PM,,,,
TM-56909,5419479,WFM - Unable to reset password for an employee locked out due to too many login attempts,Bug,TASK-25.7.1.6,,,2025-Aug-01 4:24 AM,SAAS,,,FT-Candidate-Bug,RCA_Configuration_Issue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-26.1.1.0,,,,Legacy,,,,,,Work Complete,,,2025-Sep-25 7:37 AM,,,,RV1486
TM-56898,5416642,Auth broker 2.1.4 not updating the user's location on myWork / myChat mobile on shared devices,Bug,TASK-25.5.1.4,,,2025-Jul-31 2:15 PM,SAAS,,,CAN_BE_TESTED,CST_Required,RCA_Requirement_Missing,RELEASE_NOTES,Retrospective_Done,TIER_1,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.7.1.9,,,Others,Standardization,TASK-25.7.1.9,,,,,Closed by Salesforce,,,2025-Sep-08 4:18 PM,,,,VK3578
TM-56884,5414076,CL 23 PP : AAFES : Qcheck is not working and getting blank screen,Bug,,,,2025-Jul-31 4:38 AM,SAAS,,,CAN_BE_TESTED,CST_Required,Validation_Reviewed,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,,,,,Environment Specific,,,,,,Configuration Issue,,,2025-Aug-18 9:48 AM,,,,SD7273
TM-56869,5412358,Walk Template Overdue Notification,Bug,TASK-25.7.1.5,,,2025-Jul-30 4:33 PM,SAAS,,,CAN_BE_TESTED,CST_Required,RCA_Configuration_Issue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.9.1.0,,,Others,Environment Specific,,,,,,Closed by Salesforce,,,2025-Sep-30 1:27 PM,,,,VK3578
TM-56868,5412235,Error when publishing lottery reconciliation walk,Bug,TASK-25.7.1.5,,,2025-Jul-30 2:51 PM,SAAS,,,CST_Required,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Fixed in Latest Release,,,2025-Jul-31 6:18 AM,,,,VK3578
TM-56849,5410406,"Project  ""RĪKOJUMS+UZD: Alko regula ar 01.08.2025"" is still in progress status after all tasks being completed",Bug,TASK-25.6.1.6,,,2025-Jul-30 6:51 AM,SAAS,,,CAN_BE_TESTED,L2_KNOWLEDGE,RCA_Informational,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.NOCODEFIX,,,,Not a Bug,,,,,,Works As Expected,,,2025-Aug-04 11:12 AM,,,,PD4492
TM-56837,5406806,Master reoccurring project not completing -  Daily Backlog (Sunday Closed Stores),Bug,,,,2025-Jul-29 2:58 PM,SAAS,,,RCA_EnvSpecific_Missed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.NOCODEFIX,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2025-Aug-07 4:41 PM,,,,SR6231
TM-56832,5398793,"RFX - Bank of America, N.A. - Users Unable to Access Application | 22846206",Bug,TASK-25.6.1.3,,,2025-Jul-27 4:31 AM,SAAS,,,CANNOT_BE_TESTED,RCA_EnvSpecific_Missed,Retrospective_Done,WTM-RISK,,,,,,,,,,,,,,,,,,,,,,,,Highest,Verify,TASK-25.NOCODEFIX,,,,Data Issue,,,,,,Explained,,,2025-Aug-07 10:21 AM,,,,MK5234
TM-56818,5405522,Preprod - Template Error,Bug,TASK-25.6.1.6,,,2025-Jul-29 7:04 AM,SAAS,,,CAN_BE_TESTED,CST_Required,RCA_Migration_Issue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.8.1.0,,,,Data Issue,TASK-25.8.0.8,,,,,Work Complete,,,2025-Jul-30 3:40 PM,,,,MK5618
TM-56809,5402932,Multiple user profiles in Cognos do not match UI,Bug,TASK-25.6.1.3,,,2025-Jul-28 3:57 PM,SAAS,,,RCA_Configuration_Issue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.NOCODEFIX,,,,Environment Specific,,,,,,Environmental Issue,,,2025-Aug-18 12:43 PM,,,,HS8798
